frequency	projected_frequency	clade_membership	observed_frequency	sample	timepoint	future_timepoint	delta_month	delay_type
0.99997	0.9999999999999796	f573936	0.999985	simulated_no_delay	2036-01-01	2036-04-01	3.0	none
0.004477	0.0003914457321464	0069527	0.010703	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.029219000000000002	0.03999162988471987	017d526	0.015217	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	01b56b7	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.008569	0.0191314647809765	060772f	0.000102	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.201516	0.28372381564609905	077973b	0.481803	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	09085c6	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.029225	0.015221612670902773	0935b34	0.000169	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.007759	0.0337965466504287	0be92f6	0.055188	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.006246	0.0071390561947114	0ca05fe	0.000158	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.024609	0.018100970191838393	0cd6731	0.002584	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.00768	0.00024026566338489078	1510a47	0.0015739999999999999	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	1700437	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.00088	0.0033142696214188	1ed5fca	0.015507	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.069106	0.10799005599906036	22a6b45	0.077716	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.079973	0.039954830765876574	2c2cb8e	0.026773	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.089419	0.05109972823472454	3d26412	0.026773	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	3dbe8a7	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.061853	0.03619916177198884	3fb16c8	0.032713	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.09800400000000001	0.11347960202427308	487e6d8	0.08480599999999999	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.009748	0.020025751208209	4c08c35	0.018306	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.978946	0.9955330492245885	557a364	0.999954	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.076192	0.03883643230072173	58926b5	0.026773	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.021442	0.0255462681248124	5f1a53b	0.000681	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.046511000000000004	0.039288354797712186	624ddaa	0.011432999999999999	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.021024	0.00446695077539508	6901aca	3.4e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.007692	0.001272338780202137	6be8a69	6.9e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.005562	0.0015528206529991	6d16b7b	0.01511	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.005726	0.00281005876630413	735b3d3	0.001043	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.032628	0.020977549101086068	795f01a	0.032544000000000003	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.008225	6.125747834030953e-08	7a0a433	2.5e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.008484	0.08989982558947851	7b8fb45	0.141246	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.012576	0.010282755686006229	82002da	0.025258000000000003	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.306513	0.4252659770664698	8f774c1	0.580885	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.004007	0.0062966367158968	90c3fbd	0.047901	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.029695	0.01010065193490949	918c973	0.028637	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.012236	0.0426451963830257	96da4b9	0.130086	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.005718	0.002743017340230977	99b33b9	0.011156	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.004218	0.0212255795032743	99f0350	0.010432	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.004007	0.0019880443278733	9d0d4f4	0.007266	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.015154	0.009509341237172933	9e919f6	0.000146	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.007970000000000001	0.004963533845617325	a11bf53	0.001921	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.032665	0.07072299094773353	a1dbf78	0.018421	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.020672	0.004432051349907684	a22ef0e	3.4e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.006087	0.0083570887267352	a362293	1.5e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	a4b6d35	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.008484	0.021696689724172456	a502f57	0.09198	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	a576560	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.035363	0.06288650972199013	a759f90	0.096547	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.012913	0.0066005781246834825	ab4b99e	0.004819	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.105746	0.06503097069560422	aea2206	0.030586000000000002	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	aef1ba6	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	b0fad41	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.495687	0.6263604521640933	b82ffa6	0.790653	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.007742000000000001	0.0002623171725622867	b8d3ea6	0.0015739999999999999	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.004377	1.6506810585115764e-06	bd69afc	0.061875	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	bd82eb3	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.035741	0.02781803517472209	beaa316	0.000679	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.005632	0.0013122837362308651	beeb199	0.054848	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.149286	0.16066266270852922	bfcc74f	0.207082	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.01413	0.02124768326564251	c006adf	0.001551	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	c6dae44	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.022338	0.003106001884700293	c7b3430	0.000402	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.079973	0.039954830765876574	cd12494	0.026773	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.009509	0.004958840267676084	d752d8c	2.3e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.003475	0.002389214958086485	db6b5b7	0.001857	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.004377	0.011312620243174	e1a4b65	0.005634999999999999	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.714993	0.8216815963824822	e2acbd1	0.909985	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.020694999999999998	0.004447159963997142	e44fceb	3.4e-05	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	edbe1b1	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.012545	0.01540673797128189	ee8e201	0.00394	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.014468	0.016611496971290565	f0fd6ec	0.00394	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.99997	0.9999999999999836	f573936	0.999988	simulated_no_delay	2036-01-01	2036-07-01	6.0	none
0.004477	6.540550300575679e-05	0069527	0.001358	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.029219000000000002	0.03343395161337185	017d526	0.009239	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	01b56b7	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.201516	0.3692826697206002	077973b	0.599264	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	09085c6	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.007759	0.040061840344729496	0be92f6	0.100011	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.024609	0.010782605609856798	0cd6731	0.000156	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.00768	2.7005529896902663e-05	1510a47	4e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	1700437	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.00088	0.0036344685208209	1ed5fca	0.001587	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.069106	0.1162363450910705	22a6b45	0.026503	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.079973	0.024318866226808795	2c2cb8e	0.076323	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.089419	0.03290904305808811	3d26412	0.076323	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	3dbe8a7	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.061853	0.026216322767284143	3fb16c8	0.003395	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.09800400000000001	0.11422696718024718	487e6d8	0.074958	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.009748	0.01916039621699447	4c08c35	0.006469	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.978946	0.9976317542506179	557a364	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.076192	0.023825159638815853	58926b5	0.076323	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.046511000000000004	0.031206597600616944	624ddaa	0.001532	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.005562	0.0006625077349176	6d16b7b	0.007468	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.005726	0.0017876779846315678	735b3d3	1.3e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.032628	0.017097741271150903	795f01a	0.003395	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.008484	0.1653857989719525	7b8fb45	0.209609	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.012576	0.009925961095528546	82002da	0.076323	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.306513	0.5091295413125538	8f774c1	0.623212	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.004007	0.0044601943015457	90c3fbd	0.015604999999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.029695	0.007104791741300768	918c973	0.011494	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.012236	0.0522192951557314	96da4b9	0.136454	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.005718	0.002071077849429692	99b33b9	0.001532	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.004218	0.0269052195457272	99f0350	0.022363	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.004007	0.0007912795064199	9d0d4f4	0.031191	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.007970000000000001	0.00322435236260847	a11bf53	8.2e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.032665	0.07493531215555668	a1dbf78	0.008985	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	a4b6d35	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.008484	0.028488040275066896	a502f57	0.082765	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	a576560	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.035363	0.07191655093640327	a759f90	0.08361199999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.012913	0.004351589367387251	ab4b99e	8.5e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.105746	0.04815528759098423	aea2206	0.011507	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	aef1ba6	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	b0fad41	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.495687	0.6954973971313698	b82ffa6	0.822763	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.007742000000000001	4.067373356597552e-05	b8d3ea6	4e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.004377	1.8113691713179964e-08	bd69afc	0.042791	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	bd82eb3	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.005632	0.0014772638116411045	beeb199	0.007014	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.149286	0.1562049072127706	bfcc74f	0.199395	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.01413	0.023733229011694945	c006adf	2.8e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	c6dae44	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.079973	0.024318866226808795	cd12494	0.076323	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.003475	0.0012490162173420262	db6b5b7	8.2e-05	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.004377	0.0102767793705126	e1a4b65	0.000437	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.714993	0.8702363480721779	e2acbd1	0.9093829999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	edbe1b1	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.012545	0.011711207083869819	ee8e201	0.000155	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.014468	0.012297740386831367	f0fd6ec	0.000155	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.99997	0.9999999999999872	f573936	0.9999939999999999	simulated_no_delay	2036-01-01	2036-10-01	9.0	none
0.004477	9.389219877602207e-06	0069527	0.002194	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.029219000000000002	0.024447172728003966	017d526	0.00059	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	01b56b7	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.201516	0.47210895645584944	077973b	0.717222	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	09085c6	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.007759	0.040937612501458095	0be92f6	0.075791	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	1700437	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.00088	0.0034242580008554	1ed5fca	2e-05	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.069106	0.11273275363745987	22a6b45	0.004599000000000001	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.079973	0.014331364169886562	2c2cb8e	0.070336	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.089419	0.02018367123968328	3d26412	0.070336	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	3dbe8a7	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.061853	0.018012736434088017	3fb16c8	0.0022140000000000003	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.09800400000000001	0.10824124238864433	487e6d8	0.07007000000000001	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.009748	0.01587535582671954	4c08c35	0.002928	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.978946	0.9987316364935439	557a364	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.076192	0.014139472864696308	58926b5	0.070336	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.046511000000000004	0.022546697183688385	624ddaa	3.4e-05	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.005562	0.0002802814700866325	6d16b7b	0.000267	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.032628	0.012965039001238219	795f01a	0.0022140000000000003	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.008484	0.2614267120133847	7b8fb45	0.234286	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.012576	0.009071403095799978	82002da	0.070336	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.306513	0.5969736018721529	8f774c1	0.732456	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.004007	0.0027143847802992	90c3fbd	0.005349	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.029695	0.004981823041014909	918c973	0.000515	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.012236	0.055780192129776106	96da4b9	0.299384	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.005718	0.001458290564549765	99b33b9	3.4e-05	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.004218	0.0293012411141289	99f0350	0.023836	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.004007	0.0002705865865983	9d0d4f4	0.012339000000000001	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.032665	0.06999936424998901	a1dbf78	0.00713	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	a4b6d35	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.008484	0.03216624142063226	a502f57	0.081936	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	a576560	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.035363	0.07438700875768806	a759f90	0.042618	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.105746	0.0340899971334153	aea2206	0.000515	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	aef1ba6	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	b0fad41	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.495687	0.7614515429141547	b82ffa6	0.856214	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.004377	1.7077459659120055e-10	bd69afc	0.005522	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	bd82eb3	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.005632	0.0014311138054795842	beeb199	0.0051270000000000005	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.149286	0.14342786850316153	bfcc74f	0.123758	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	c6dae44	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.079973	0.014331364169886562	cd12494	0.070336	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.714993	0.9118320454134178	e2acbd1	0.926799	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	edbe1b1	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.99997	0.9999999999999896	f573936	0.999973	simulated_no_delay	2036-01-01	2037-01-01	12.0	none
0.025219000000000002	0.018125507272164228	0069527	0.010703	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.036092	0.042743427390198166	017d526	0.015217	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	01b56b7	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0033300000000000005	0.0056487581408355	060772f	0.000102	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.300453	0.389496838579097	077973b	0.481803	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	09085c6	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.00557	0.004324051446560236	0935b34	0.000169	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.005307	0.0100850741602435	0baa32e	0.000424	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.014593	0.014107799425440895	0be92f6	0.055188	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0033940000000000003	0.0018484418607883	0ca05fe	0.000158	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0049250000000000006	0.0032233585958481507	0cd6731	0.002584	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.008596	0.006871608561068254	1510a47	0.0015739999999999999	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	1700437	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.017143000000000002	0.0073657696195328515	1ed5fca	0.015507	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.101059	0.10899218148561372	22a6b45	0.077716	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.029489	0.01494289688700504	2c2cb8e	0.026773	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.029769	0.015365261445577332	3d26412	0.026773	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	3dbe8a7	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.054792	0.032751337395773246	3fb16c8	0.032713	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.017124	0.0073169177983422	459f2c1	0.015507	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.10286100000000001	0.10946614084079603	487e6d8	0.08480599999999999	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.008650000000000001	0.001185608639377	48c9d33	0.001954	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.019648	0.01182610805901015	4c08c35	0.018306	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.997526	0.9994813838485691	557a364	0.999954	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.029417	0.01493043402074762	58926b5	0.026773	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.008993000000000001	0.012917377560438599	5f1a53b	0.000681	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.025183	0.02252507867431755	624ddaa	0.011432999999999999	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.008902	0.0106824802187566	6316257	0.004786	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0024590000000000002	0.0005186161514098154	6901aca	3.4e-05	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.002343	0.0017097757607729975	6be8a69	6.9e-05	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.014454000000000002	0.017505564311082446	6d16b7b	0.01511	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.002651	0.0050520552386869	72ca965	0.009314	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.009585	0.007552569388902941	735b3d3	0.001043	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.049222	0.02842728594921301	795f01a	0.032544000000000003	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0014190000000000001	1.9876090992866926e-06	7a0a433	2.5e-05	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.092207	0.12131503724680726	7b8fb45	0.141246	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0031669999999999997	0.0020762558284563148	82002da	0.025258000000000003	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.007372999999999999	0.0243305281560134	8ea3a2f	0.017685	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.43008	0.5172731235911946	8f774c1	0.580885	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.033835000000000004	0.0154765466184111	90c3fbd	0.047901	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.04186	0.03255844457224214	918c973	0.028637	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.047018000000000004	0.0731366041257731	96da4b9	0.130086	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.018340000000000002	0.020043879809571327	99b33b9	0.011156	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.004378	0.0042839255180499	99f0350	0.010432	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.000628	0.0005062672875281	9d0d4f4	0.007266	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.00434	0.003296551265379456	9e919f6	0.000146	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.005619	0.0049010331123791	9f52fbb	0.007718	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.002732	0.0009545266856597371	a11bf53	0.001921	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.018485	0.02262090569631072	a1dbf78	0.018421	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.0024590000000000002	0.0005186161514098154	a22ef0e	3.4e-05	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.000875	0.0012561182308639001	a362293	1.5e-05	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	a4b6d35	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.042216000000000004	0.058154795549497804	a502f57	0.09198	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	a576560	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.115767	0.1121266309233424	a759f90	0.096547	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.031159	0.01833784636678652	ab4b99e	0.004819	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.007677	0.015686059773735498	ad76cce	0.02019	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.070049	0.052868331224732404	aea2206	0.030586000000000002	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	aef1ba6	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	b0fad41	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.650435	0.7019595626947897	b82ffa6	0.790653	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.008596	0.006871608561068254	b8d3ea6	0.0015739999999999999	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.060068	0.09326750570973708	bd69afc	0.061875	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	bd82eb3	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.011876	0.008583889322511567	beaa316	0.000679	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.07208200000000001	0.08594862186989809	beeb199	0.054848	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.211858	0.17566792401658554	bfcc74f	0.207082	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.010252	0.0013259540601687457	c006adf	0.001551	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.008117	0.0014023388607284255	c1496c6	0.001426	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.999985	0.9999999999999789	c6dae44	0.999988	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.009695	0.005549752432428917	c7b3430	0.000402	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.029489	0.01494289688700504	cd12494	0.026773	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.002329	0.0010419303148373	ce5605b	0.0017079999999999999	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
0.004658	0.004135394928682	cf10e5a	0.00027	simulated_no_delay	2036-04-01	2036-07-01	3.0	none
