clade_membership	frequency	projected_frequency	optimal_projected_frequency	n_strains	observed_frequency	future_n_strains	forecast_error	absolute_forecast_error	optimal_forecast_error	optimal_absolute_forecast_error	sample	timepoint	future_timepoint	delta_month	delay_type
A.6.6.3	0.01373	0.008865633237301499	0.003239999996367105	5	0.0032400000000000003	8	-0.005625633237301499	0.005625633237301499	3.632895199945363e-12	3.632895199945363e-12	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.6.3.2	0.001236	0.0007005718888959	2.5999999706982635e-05	1	2.6e-05	1	-0.0006745718888959	0.0006745718888959	2.9301736343832936e-13	2.9301736343832936e-13	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.6.3.3	0.010896	0.0071054136226068	0.003170999996655	3	0.003171	6	-0.0039344136226068	0.0039344136226068	3.345000058191383e-12	3.345000058191383e-12	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8	0.984293	0.9896409426315556	0.9966780442373363	695	0.9864149999999999	834	-0.0032259426315556228	0.0032259426315556228	-0.010263044237336372	0.010263044237336372	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.1	0.011115	0.007111703949991743	0.02779999833728647	9	0.020747	12	0.01363529605000826	0.01363529605000826	-0.007052998337286467	0.007052998337286467	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4	0.190235	0.1521517764905087	0.14321899997957982	200	0.143219	157	-0.008932776490508693	0.008932776490508693	2.0420193314052426e-11	2.0420193314052426e-11	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.1	1.9e-05	1.363020759968444e-05	0.0	1	0.0	0	-1.363020759968444e-05	1.363020759968444e-05	0.0	0.0	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.2	0.0015999999999999999	0.0010007372339737	2.5999999706982635e-05	2	2.6e-05	1	-0.0009747372339737	0.0009747372339737	2.9301736343832936e-13	2.9301736343832936e-13	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.4	0.033872	0.02974770366601713	0.021449998279422018	27	0.02145	24	-0.00829770366601713	0.00829770366601713	1.720577982172733e-09	1.720577982172733e-09	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.6	0.017622000000000002	0.009084037530019667	0.029765000490442478	21	0.019671	15	0.010586962469980334	0.010586962469980334	-0.010094000490442477	0.010094000490442477	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.6.2	0.013897000000000001	0.006484675742420625	0.008270999882370199	8	0.008271	8	0.001786324257579376	0.001786324257579376	1.1762980173246618e-10	1.1762980173246618e-10	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.7	0.08255799999999999	0.0636237002663768	0.07137700075145346	89	0.071377	66	0.007753299733623195	0.007753299733623195	-7.514534688946028e-10	7.514534688946028e-10	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.4.7.1	0.031446	0.027880099214227117	0.003865000129735329	31	0.0038650000000000004	20	-0.024015099214227117	0.024015099214227117	-1.2973532881668803e-10	1.2973532881668803e-10	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.1	0.052471	0.03796493289840295	0.06273200008217782	32	0.059162	52	0.02119706710159705	0.02119706710159705	-0.003570000082177817	0.003570000082177817	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.2	0.7304269999999999	0.7923907303906763	0.7629270458382922	453	0.7632869999999999	613	-0.029103730390676374	0.029103730390676374	0.00035995416170775396	0.00035995416170775396	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.2.2	0.021295	0.015481582200444132	0.007529999904363559	57	0.00753	15	-0.007951582200444132	0.007951582200444132	9.563644147447814e-11	9.563644147447814e-11	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.2.3	0.038037	0.02667155355843031	0.03303299851722802	18	0.033033	28	0.00636144644156969	0.00636144644156969	1.4827719815868612e-09	1.4827719815868612e-09	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.2.4	0.337239	0.3889379360918256	0.35875701668919424	175	0.35743400000000003	264	-0.03150393609182556	0.03150393609182556	-0.001323016689194212	0.001323016689194212	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.2.4.1	0.303838	0.362196249958633	0.3512080165110072	133	0.349885	247	-0.012311249958632975	0.012311249958632975	-0.0013230165110071912	0.0013230165110071912	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.8.5.2.4.1.2	0.143263	0.19177373856335783	0.3134010172143454	68	0.068421	84	-0.12335273856335784	0.12335273856335784	-0.24498001721434537	0.24498001721434537	h3n2_ideal_delay	2012-01-01	2012-04-01	3.0	ideal
A.6.6.3	0.004274999999999999	0.002828188328843879	0.0032399998963228223	2	0.0032400000000000003	8	0.00041181167115612134	0.00041181167115612134	1.0367717795389808e-10	1.0367717795389808e-10	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.6.3.2	2.3e-05	1.5177817106379109e-05	0.0031969998963177	1	2.6e-05	1	1.082218289362089e-05	1.082218289362089e-05	-0.0031709998963177	0.0031709998963177	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8	0.995699	0.9971718116711373	0.9967421253477335	463	0.9864149999999999	834	-0.0107568116711374	0.0107568116711374	-0.010327125347733612	0.010327125347733612	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.1	0.011123000000000001	0.006985025113333935	0.025938999755453378	9	0.020747	12	0.013761974886666067	0.013761974886666067	-0.005191999755453376	0.005191999755453376	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4	0.307477	0.24707104863479282	0.1432190061786957	162	0.143219	157	-0.1038520486347928	0.1038520486347928	-6.1786956939702264e-09	6.1786956939702264e-09	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.1	7.4e-05	5.699006358613894e-05	0.0	2	0.0	0	-5.699006358613894e-05	5.699006358613894e-05	0.0	0.0	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.2	0.004259	0.0026577471248646	2.5999999706982635e-05	2	2.6e-05	1	-0.0026317471248646	0.0026317471248646	2.9301736343832936e-13	2.9301736343832936e-13	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.4	0.049469	0.0425943213579335	0.021449998395837444	16	0.02145	24	-0.0211443213579335	0.0211443213579335	1.6041625562623896e-09	1.6041625562623896e-09	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.6	0.017006	0.009738708980990055	0.029765000490442478	21	0.019671	15	0.009932291019009946	0.009932291019009946	-0.010094000490442477	0.010094000490442477	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.6.2	0.007678	0.0032468974523326417	0.008270999882370199	5	0.008271	8	0.005024102547667358	0.005024102547667358	1.1762980173246618e-10	1.1762980173246618e-10	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.7	0.14543899999999998	0.11272469403404481	0.07137700660132341	72	0.071377	66	-0.04134769403404481	0.04134769403404481	-6.601323418453653e-09	6.601323418453653e-09	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.4.7.1	0.04503	0.03864973380383676	0.0038650001224594	19	0.0038650000000000004	20	-0.03478473380383676	0.03478473380383676	-1.2245939982544196e-10	1.2245939982544196e-10	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.1	0.068111	0.05019702713653385	0.06277100357328862	22	0.059162	52	0.008964972863466147	0.008964972863466147	-0.0036090035732886175	0.0036090035732886175	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.2	0.608869	0.6928624568188193	0.7648131158402958	269	0.7632869999999999	613	0.07042454318118063	0.07042454318118063	-0.0015261158402958275	0.0015261158402958275	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.2.2	0.031351000000000004	0.026502906102831816	0.007529999958933158	52	0.00753	15	-0.018972906102831817	0.018972906102831817	4.106684263482929e-11	4.106684263482929e-11	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.2.3	0.028806000000000002	0.02066946958179027	0.03303300152583667	8	0.033033	28	0.012363530418209728	0.012363530418209728	-1.525836672289227e-09	1.525836672289227e-09	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.2.4	0.273593	0.35833450913994275	0.35519901812949595	92	0.35743400000000003	264	-0.0009005091399427179	0.0009005091399427179	0.0022349818705040825	0.0022349818705040825	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.2.4.1	0.228952	0.3197717146418475	0.35120801815173686	55	0.349885	247	0.030113285358152497	0.030113285358152497	-0.0013230181517368544	0.0013230181517368544	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.8.5.2.4.1.2	0.10034	0.1597823108926567	0.3227990187660905	26	0.068421	84	-0.09136131089265671	0.09136131089265671	-0.2543780187660905	0.2543780187660905	h3n2_realistic_delay	2012-01-01	2012-04-01	3.0	realistic
A.6.6	0.018916999999999996	0.0077867927635835	0.0019359999932930803	9	0.001936	6	-0.0058507927635835	0.0058507927635835	6.706919741805706e-12	6.706919741805706e-12	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.6.3	0.017654	0.0072869687993969	0.0019359999932930803	8	0.001936	6	-0.0053509687993969	0.0053509687993969	6.706919741805706e-12	6.706919741805706e-12	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.6.3.2	0.000812	0.0002436891074634	0.0	1	0.0	0	-0.0002436891074634	0.0002436891074634	0.0	0.0	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.6.3.3	0.015792999999999998	0.0066280664530967	0.0019359999932930803	6	0.001936	6	-0.0046920664530967	0.0046920664530967	6.706919741805706e-12	6.706919741805706e-12	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8	0.9810669999999999	0.9922132072363838	0.9980368989718016	798	0.995077	716	0.0028637927636161464	0.0028637927636161464	-0.0029598989718016	0.0029598989718016	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.1	0.009008	0.0032773636127609125	0.0279530014377086	10	0.025099	14	0.021821636387239086	0.021821636387239086	-0.0028540014377086004	0.0028540014377086004	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4	0.153401	0.08294546655692461	0.20854298451194997	201	0.210191	126	0.12724553344307538	0.12724553344307538	0.0016480154880500197	0.0016480154880500197	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.1	1.3e-05	6.158667105845681e-06	0.0	1	0.0	0	-6.158667105845681e-06	6.158667105845681e-06	0.0	0.0	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.2	0.001051	0.000379519986137	0.0	2	0.0	0	-0.000379519986137	0.000379519986137	0.0	0.0	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.4	0.023858	0.016343422154054134	0.0167569993063807	28	0.016757	15	0.0004135778459458672	0.0004135778459458672	6.936193008844072e-10	6.936193008844072e-10	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.6	0.016181	0.004284791622828965	0.07798099417414042	22	0.059734999999999996	23	0.05545020837717103	0.05545020837717103	-0.018245994174140426	0.018245994174140426	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.6.2	0.012247	0.002759987796567682	0.03790199656214092	9	0.037902	14	0.03514201220343231	0.03514201220343231	3.4378590807460085e-09	3.4378590807460085e-09	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.7	0.074144	0.03949078648223968	0.10844099093264917	91	0.108441	65	0.06895021351776032	0.06895021351776032	9.067350828506626e-09	9.067350828506626e-09	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.4.7.1	0.025197	0.015788406503382924	0.00012600000081870388	31	0.000126	3	-0.015662406503382922	0.015662406503382922	-8.187038828995352e-13	8.187038828995352e-13	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.1	0.063678	0.030662366194125386	0.0918190002594199	43	0.090501	51	0.05983863380587461	0.05983863380587461	-0.001318000259419902	0.001318000259419902	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.2	0.7549509999999999	0.8753225655043254	0.6697219127627231	543	0.669286	525	-0.20603656550432536	0.20603656550432536	-0.00043591276272303414	0.00043591276272303414	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.2.2	0.014581	0.008494452885921011	0.002130999942892159	55	0.002131	6	-0.006363452885921011	0.006363452885921011	5.7107841025527684e-11	5.7107841025527684e-11	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.2.3	0.042888	0.0231479589813273	0.013985999607029748	23	0.013986	19	-0.0091619589813273	0.0091619589813273	3.929702518251643e-10	3.929702518251643e-10	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.2.4	0.28909399999999996	0.38979116288823823	0.423236904759505	197	0.42269100000000004	247	0.03289983711176181	0.03289983711176181	-0.0005459047595049449	0.0005459047595049449	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.2.4.1	0.262555	0.3751969486423763	0.4132599046761237	156	0.412714	242	0.03751705135762373	0.03751705135762373	-0.0005459046761236985	0.0005459046761236985	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.8.5.2.4.1.2	0.114119	0.2072227011467137	0.39441090422769753	76	0.032247	40	-0.1749757011467137	0.1749757011467137	-0.3621639042276975	0.3621639042276975	h3n2_no_delay	2012-01-01	2012-07-01	6.0	none
A.6.6	0.015655	0.0060133637679355995	0.0019359999932930803	6	0.001936	6	-0.004077363767935599	0.004077363767935599	6.706919741805706e-12	6.706919741805706e-12	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.6.3	0.01373	0.005005880408610599	0.0019359999932930803	5	0.001936	6	-0.003069880408610599	0.003069880408610599	6.706919741805706e-12	6.706919741805706e-12	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.6.3.2	0.001236	0.0003452941570548	0.0	1	0.0	0	-0.0003452941570548	0.0003452941570548	0.0	0.0	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.6.3.3	0.010896	0.0040495759502593	0.0019359999932930803	3	0.001936	6	-0.0021135759502592995	0.0021135759502592995	6.706919741805706e-12	6.706919741805706e-12	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8	0.984293	0.9939866362320369	0.9980369088880228	695	0.995077	716	0.0010903637679631206	0.0010903637679631206	-0.0029599088880227775	0.0029599088880227775	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.1	0.011115	0.004156263424029567	0.0279530014377086	9	0.025099	14	0.020942736575970435	0.020942736575970435	-0.0028540014377086004	0.0028540014377086004	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4	0.190235	0.11161124617949361	0.20854298426274856	200	0.210191	126	0.09857975382050638	0.09857975382050638	0.0016480157372514292	0.0016480157372514292	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.1	1.9e-05	8.502636771797311e-06	0.0	1	0.0	0	-8.502636771797311e-06	8.502636771797311e-06	0.0	0.0	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.2	0.0015999999999999999	0.0005558878577739	0.0	2	0.0	0	-0.0005558878577739	0.0005558878577739	0.0	0.0	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.4	0.033872	0.0229466902767001	0.0167569993063807	27	0.016757	15	-0.006189690276700098	0.006189690276700098	6.936193008844072e-10	6.936193008844072e-10	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.6	0.017622000000000002	0.004226499811719407	0.0779809942469	21	0.059734999999999996	23	0.05550850018828059	0.05550850018828059	-0.018245994246900002	0.018245994246900002	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.6.2	0.013897000000000001	0.002637853600351663	0.0379019966349005	8	0.037902	14	0.03526414639964834	0.03526414639964834	3.3650994976652804e-09	3.3650994976652804e-09	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.7	0.08255799999999999	0.04430636793482361	0.10844099061068815	89	0.108441	65	0.06413463206517639	0.06413463206517639	9.38931184191194e-09	9.38931184191194e-09	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.4.7.1	0.031446	0.022011918701899256	0.0001259999989997	31	0.000126	3	-0.021885918701899255	0.021885918701899255	1.000299994745324e-12	1.000299994745324e-12	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.1	0.052471	0.024715298937336427	0.09181900601470237	32	0.090501	51	0.06578570106266357	0.06578570106266357	-0.0013180060147023748	0.0013180060147023748	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.2	0.7304269999999999	0.8534946452319285	0.6697219171728632	453	0.669286	525	-0.18420864523192848	0.18420864523192848	-0.0004359171728631761	0.0004359171728631761	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.2.2	0.021295	0.010632022273992237	0.002130999942892159	57	0.002131	6	-0.008501022273992236	0.008501022273992236	5.7107841025527684e-11	5.7107841025527684e-11	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.2.3	0.038037	0.016847928296543545	0.013985999454234767	18	0.013986	19	-0.0028619282965435446	0.0028619282965435446	5.45765233353479e-10	5.45765233353479e-10	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.2.4	0.337239	0.43973326332480456	0.42323690663852104	175	0.42269100000000004	247	-0.01704226332480452	0.01704226332480452	-0.0005459066385209987	0.0005459066385209987	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.2.4.1	0.303838	0.42069012833760694	0.4132599065551398	133	0.412714	242	-0.007976128337606914	0.007976128337606914	-0.0005459065551397524	0.0005459065551397524	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.8.5.2.4.1.2	0.143263	0.24756882934683774	0.39449990610592045	68	0.032247	40	-0.21532182934683775	0.21532182934683775	-0.3622529061059204	0.3622529061059204	h3n2_ideal_delay	2012-01-01	2012-07-01	6.0	ideal
A.6.6.3	0.004274999999999999	0.0016218148707859874	0.0019359998404979	2	0.001936	6	0.00031418512921401257	0.00031418512921401257	1.5950209989595843e-10	1.5950209989595843e-10	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.6.3.2	2.3e-05	8.681834956587443e-06	0.0019359998404979	1	0.0	0	-8.681834956587443e-06	8.681834956587443e-06	-0.0019359998404979	0.0019359998404979	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8	0.995699	0.9983781851291964	0.9980369026570753	463	0.995077	716	-0.0033011851291964156	0.0033011851291964156	-0.002959902657075353	0.002959902657075353	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.1	0.011123000000000001	0.003954519335944492	0.027803002623841	9	0.025099	14	0.02114448066405551	0.02114448066405551	-0.002704002623841	0.002704002623841	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4	0.307477	0.17978472912445606	0.2085429815342645	162	0.210191	126	0.030406270875543928	0.030406270875543928	0.001648018465735479	0.001648018465735479	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.1	7.4e-05	3.8617214752237206e-05	0.0	2	0.0	0	-3.8617214752237206e-05	3.8617214752237206e-05	0.0	0.0	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.2	0.004259	0.001473440202169	0.0	2	0.0	0	-0.001473440202169	0.001473440202169	0.0	0.0	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.4	0.049469	0.0323183146958051	0.0167569993063807	16	0.016757	15	-0.0155613146958051	0.0155613146958051	6.936193008844072e-10	6.936193008844072e-10	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.6	0.017006	0.00514963862629933	0.0779809942469	21	0.059734999999999996	23	0.05458536137370067	0.05458536137370067	-0.018245994246900002	0.018245994246900002	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.6.2	0.007678	0.00121135119445384	0.0379019966349005	5	0.037902	14	0.03669064880554616	0.03669064880554616	3.3650994976652804e-09	3.3650994976652804e-09	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.7	0.14543899999999998	0.07808061230573625	0.10844098796951561	72	0.108441	65	0.030360387694263746	0.030360387694263746	1.2030484386471585e-08	1.2030484386471585e-08	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.4.7.1	0.04503	0.029712817664409866	0.0001259999989997	19	0.000126	3	-0.029586817664409865	0.029586817664409865	1.000299994745324e-12	1.000299994745324e-12	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.1	0.068111	0.033013259231916676	0.0918190041556953	22	0.090501	51	0.05748774076808332	0.05748774076808332	-0.0013180041556953015	0.0013180041556953015	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.2	0.608869	0.7816026269508025	0.6698719143432745	269	0.669286	525	-0.11231662695080247	0.11231662695080247	-0.0005859143432744851	0.0005859143432744851	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.2.2	0.031351000000000004	0.021188273496580985	0.002130999942892159	52	0.002131	6	-0.019057273496580984	0.019057273496580984	5.7107841025527684e-11	5.7107841025527684e-11	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.2.3	0.028806000000000002	0.013650602038306004	0.0139859989285469	8	0.013986	19	0.00033539796169399644	0.00033539796169399644	1.071453099854569e-09	1.071453099854569e-09	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.2.4	0.273593	0.46826967653569085	0.4219869066009775	92	0.42269100000000004	247	-0.04557867653569081	0.04557867653569081	0.000704093399022554	0.000704093399022554	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.2.4.1	0.228952	0.43816997003352953	0.413259906387793	55	0.412714	242	-0.025455970033529507	0.025455970033529507	-0.0005459063877929493	0.0005459063877929493	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.8.5.2.4.1.2	0.10034	0.2417079954509713	0.4058459063235204	26	0.032247	40	-0.2094609954509713	0.2094609954509713	-0.37359890632352044	0.37359890632352044	h3n2_realistic_delay	2012-01-01	2012-07-01	6.0	realistic
A.6.6	0.018916999999999996	0.0040970863055323	8.299999899463728e-05	9	8.3e-05	1	-0.0040140863055323	0.0040140863055323	1.0053627174473265e-12	1.0053627174473265e-12	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.6.3	0.017654	0.0038446799759539996	8.299999899463728e-05	8	8.3e-05	1	-0.0037616799759539995	0.0037616799759539995	1.0053627174473265e-12	1.0053627174473265e-12	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.6.3.2	0.000812	0.0001071648760875	0.0	1	0.0	0	-0.0001071648760875	0.0001071648760875	0.0	0.0	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.6.3.3	0.015792999999999998	0.0035278165876895997	8.299999899463728e-05	6	8.3e-05	1	-0.0034448165876895995	0.0034448165876895995	1.0053627174473265e-12	1.0053627174473265e-12	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8	0.9810669999999999	0.9959029136944364	0.9998938276867174	798	0.999817	628	0.003914086305563558	0.003914086305563558	-7.682768671746221e-05	7.682768671746221e-05	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.1	0.009008	0.0016699269934924107	0.010891999525483599	10	0.010805	15	0.00913507300650759	0.00913507300650759	-8.69995254835984e-05	8.69995254835984e-05	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4	0.153401	0.05144248160740617	0.2330239823277219	201	0.233089	136	0.18164651839259383	0.18164651839259383	6.501767227809485e-05	6.501767227809485e-05	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.1	1.3e-05	3.402786674174534e-06	0.0	1	0.0	0	-3.402786674174534e-06	3.402786674174534e-06	0.0	0.0	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.2	0.001051	0.0001878841879330851	0.0	2	0.0	0	-0.0001878841879330851	0.0001878841879330851	0.0	0.0	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.4	0.023858	0.011059508966589754	0.0007190000033005001	28	0.000719	10	-0.010340508966589754	0.010340508966589754	-3.300500064223888e-12	3.300500064223888e-12	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.6	0.016181	0.0018458049050311242	0.17984597930626461	22	0.179786	63	0.1779401950949689	0.1779401950949689	-5.9979306264612564e-05	5.9979306264612564e-05	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.6.2	0.012247	0.0010560352581029165	0.0827179829211672	9	0.090993	36	0.0899369647418971	0.0899369647418971	0.008275017078832811	0.008275017078832811	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.7	0.074144	0.0240223726412953	0.0425120028885429	91	0.042512	51	0.018489627358704703	0.018489627358704703	-2.888542897927504e-09	2.888542897927504e-09	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.4.7.1	0.025197	0.010285550185336327	0.0	31	0.0	0	-0.010285550185336327	0.010285550185336327	0.0	0.0	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.5.1	0.063678	0.017701927023470534	0.08455199663876518	43	0.08451	54	0.06680807297652946	0.06680807297652946	-4.1996638765182115e-05	4.1996638765182115e-05	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.5.2	0.7549509999999999	0.925086683903409	0.6714258491947467	543	0.6714129999999999	423	-0.25367368390340905	0.25367368390340905	-1.2849194746755721e-05	1.2849194746755721e-05	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.5.2.2	0.014581	0.005804825565960287	6.800000119255856e-05	55	6.8e-05	1	-0.0057368255659602865	0.0057368255659602865	-1.1925585573311498e-12	1.1925585573311498e-12	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.5.2.3	0.042888	0.014217995710917869	0.0042739999189506	23	0.004274	10	-0.009943995710917869	0.009943995710917869	8.104939983044623e-11	8.104939983044623e-11	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.5.2.4	0.28909399999999996	0.45487114807236806	0.5308248471046678	197	0.5386839999999999	294	0.08381285192763188	0.08381285192763188	0.007859152895332122	0.007859152895332122	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
A.6.8.5.2.4.1	0.262555	0.44601328785090244	0.5269258470434576	156	0.534785	290	0.08877171214909751	0.08877171214909751	0.007859152956542381	0.007859152956542381	h3n2_no_delay	2012-01-01	2012-10-01	9.0	none
